domain_id	substrates	type	source	split
AAO55667.1.A1|Q884E3.A1|Q884E3_PSESM(asp)	['aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_010369428.1.A2	['asparagine']	bacterial	['parasect', 'add_db']	train
BGC0000329-crpC5(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BGC0000435-syfB3(val)|AAO56329.1.A3	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ATG32076.1.A1|BGC0001750-pynH(ser)	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CBJ90289.1.A1|BGC0000416-RdpC(Val)|WP_013184319.1.A1	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000461-WAPS1-4(gly)|AEP18656.1.A4	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000407-ppsA1(glu)	['glutamic acid']	bacterial	['nrpstransformer_s1']	train
BGC0001416-nunA2(pro)|KPN93063.1.A2	['proline']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
bulbiferamideB-bulbA2(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
AAC06348.1.A4|BGC0000310-bacC4(Asp)|O68008.A4	['aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CAM02313.1.A1|A4FE38.A1|BGC0000349-ErcD1(hacorn):N-acetyl-N-hydroxyornithine	['n5-acetyl-n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000344-PSEEN3045-etlB7(gln)|CAK15815.1.A7	['glutamine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AXG47007.1.A1|WP_011146143.1.A1|CAE14171.1.A1|BGC0000383-plu1878(thr/Dda-thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AKA59436.1.A2|BGC0001202-AKA59436.1-2(leu)	['leucine', 'l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
aquimarin-aqmF-5(ala)|WP_234859471.1.A5	['alanine']	bacterial	['parasect', 'nrpstransformer_s1']	train
CCJ67637.1.A1|BGC0000447-taaB1(leu)	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
prosekin-pekB-4(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
ALK27914.1.A2|BGC0001233-fegQ2(DPG):3,5-dihydroxyphenylglycine	['3,5-dihydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000311-bpsA1(leu)|CAC48360.1.A1|Q939Z1.A1	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001635-KisJ(Dpg):3,5-dihydroxyphenylglycine|AQZ69227.1.A1	['3,5-dihydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CHPApolylys-pblA(beta-lys)	['3,6-diaminohexanoic acid']	bacterial	['nrpstransformer_s1']	train
glidomide-glmI2(arg)	['arginine']	bacterial	['nrpstransformer_s1']	train
APZ78743.1.A2|BGC0001422-mchB2(ala)	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001127-jagB1(thr)|CCJ67646.1.A1	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ADZ90230.1.A1	['aspartic acid']	bacterial	['add_db']	train
BGC0001413-cysG2(PABA):para-aminobenzoic-acid|AKP45395.1.A2	['4-aminobenzoic acid', '2,3-dihydroxypropyl 4-aminobenzoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BAE98155.1.A1|BGC0000339-ecm6-M1(ser)	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000336-dptD2(kyn)|AAX31559.1.A2	['kynurenine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AEH59100.1.A7|BGC0000385-lybB7(ser)	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
E0F75_025360.A1	['cysteine']	bacterial	['parasect']	train
BCJ07533.1.A2	['valine']	bacterial	['parasect', 'add_db']	train
ABC36450.1.A3	['serine']	bacterial	['add_db']	train
pristinamycin-II-snaD-1(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
Q93N86.A1|BGC0000326-comD4(hpg)|AAK81827.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q93I55.A4|BGC0001098-ituB4(pro)|BAB69699.1.A4	['proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001980-lokB3(leu)|QDF82255.1.A3	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002509-mtmA(orn)	['ornithine']	bacterial	['nrpstransformer_s1']	train
AXN93584.1.A1|BGC0001950-puwA1(asn)|AXN93575.1.A1	['asparagine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ABA73954.1.A1|BGC0001842-gamA1(leu)	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CAQ89996.1.A1	['2,3-dihydroxybenzoic acid']	bacterial	['add_db']	train
BGC0001135-nrpS4(arg)|AFP87549.1.A4	['arginine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000425-sesC3(Ile)|AFH75322.1.A3	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001233-fegR1(HPG)|ALK27915.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AAS98783.1.A1|Q6E7J8.A1|BGC0001001-JamL(beta-ala)	['β-alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_041754829.1.A2|BGC0001844-holA2(phe)|WP_013428774.1.A2	['l-phenylalanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
CDG12865.1.A2|BGC0001415-alb4-2(cys)	['cysteine', 'glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AAC80285.1.A7|O85168.A7|AF047828.1.A7	['l-threonine']	bacterial	['parasect', 'add_db']	train
stendomycin-nrps2-4(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
ACZ55945.1.A2|BGC0000302-aptA1-M1(Lys)	['l-lysine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001844-holA1(val)|WP_013428774.1.A1|WP_041754829.1.A1	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AAF17280.1.A3|BGC0001028-nosC3(asn)|Q9RAH2.A3	['asparagine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001792-surC2(leu)|AGI89789.1.A2|WP_015507662.1.A2	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AEG64697.1.A1|BGC0000379-lpmC1(gly)	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
microcystinPhor-mycB-2(asp-gamma//measp-gamma)|QCQ67880.1.A2	['aspartic acid', '3-methyl-d-aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
verucopeptin-verH-2(gly/NohGly)	['glycine']	bacterial	['nrpstransformer_s1']	train
AAZ03551.1.A1|BGC0000332-mcnB(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000310-bacA3(leu)|AAC06346.1.A3|O68006.A3	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001614-hasV1(thr)|CZT62792.1.A1	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000464-xabC2(val)|CDG17981.1.A2	['valine']	bacterial	['parasect', 'nrpstransformer_s1']	train
xeidopeptide-inxA(val)	['valine']	bacterial	['nrpstransformer_s1']	train
BGC0000310-bacA1(Ile)|O68006.A1|AAC06346.1.A1	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
cattleyapeptin-Cat28-3	['cis-3,4-dehydro-cyclohexenylalanine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
BGC0000402-ERIC2_c18760-M4(pro)|AHD05678.1.A4	['proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
O66071.A1|O66071_BACLI(ile)|AAD04759.1.A1	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ABX37382.1.A4|BGC0000984-delH4(arg)	['arginine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AKC91849.1.A5|BGC0001414-griA5(pro/gamma-Me-Pro)	['4-methylproline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001193-dtpB(cys)	['cysteine']	bacterial	['nrpstransformer_s1']	train
BGC0000958-antC1(thr)|WP_010639240.1.A1	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001039-pyrA(3-HPA)	['3-hydroxypicolinic acid']	bacterial	['nrpstransformer_s1']	train
CEK23605.1.A4|BGC0001825-xnm4(beta-ala)|WP_013184596.1.A4	['β-alanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001629-jesC-7(24dab)|QMS47800.1.A7	['2,4-diaminobutyric acid']	bacterial	['nrpstransformer_s1', 'add_db']	train
BGC0001968-cdeK2(gly)|QBC75023.1.A2	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000969-cmdD2(beta-tyr)|CAJ46692.1.A2	['tyrosine', '3-amino-3-(4-hydroxyphenyl)propanoic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
APZ78808.1.A1	['l-threonine']	bacterial	['parasect', 'add_db']	train
BGC0001984-speA2(asp)|QED55423.1.A2	['aspartic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ARR97036.1.A2|BGC0001780-SphC2(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
UEF20580.1.A3	['glycine']	bacterial	['parasect', 'add_db']	train
BGC0000379-lpmC2(asp)|AEG64697.1.A2	['aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
stendomycin-nrps1-1(FA//FAc8-14)	['fatty acid']	bacterial	['nrpstransformer_s1']	train
BGC0002564-nrpsB5(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
AFJ23826.1.A1|BGC0001838-wlpC1(leu)	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CEK23365.1.A1|WP_013184462.1.A1|BGC0001716-odl3(his)	['l-histidine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AAO62587.1.A2|BGC0001016-mcyB2(asp-gamma)	['d-aspartic acid', '3-methyl-d-aspartic acid', 'aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
polyoxyperuin-popH(gly//NOHgly)	['glycine']	bacterial	['nrpstransformer_s1']	train
BGC0000455-VcmA3(asn)|AEI58865.1.A3	['asparagine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
P94459.2.A1|CAA84363.1.A1	['proline']	bacterial	['parasect', 'add_db']	train
EFE73312.1.A4|BGC0000431-stenS4(thr)	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001389-CipB2(ala)|AHZ34239.1.A2	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CAA06323.1.A3|Q45295_BACLI3(leu)|Q45295.A3	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_010350605.1.A1|BGC0002089-txtA(phe)|CBG70279.1.A1	['l-phenylalanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001637-npsB(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
BGC0002071-vifA-3(gln)|WP_100939442.1.A3	['glutamine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ABX37383.1.A1|BGC0000984-delG1(asp)	['aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000450-trsR(trp)|BAH04173.1.A1	['tryptophan']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ACZ55944.1.A2|BGC0000302-aptC2(Ala)	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000434-swb16-M1(ser)|BAI63288.1.A1	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CDG17982.1.A1|BGC0000464-xabD1(ala)	['alanine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001460-H074_31752-1(hpg)|EME52989.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
CBJ89817.1.A1	['l-phenylalanine']	bacterial	['add_db']	train
Q939Y2_9PSEU(tyr//bohtyr)|CAC48369.1.A1|Q939Y2.A1	['tyrosine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CAG15009.1.A1|BGC0000440/441-teiA1(Hpg):4-hydroxyphenylglycine|CAE53350.1.A1|Q70AZ9.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
WP_100939442.1.A1|BGC0002071-vifA-1(leu)	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
alboflavusin-afnE-2(piz)	['piperazic acid']	bacterial	['nrpstransformer_s1']	train
paenibacterin-B-paeD-1(ile)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
BGC0001370-cda2PS1-M4(asp)|ALV82356.1.A4	['aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001153-pmxE2(thr)|B9TTF7.A2|AEZ51520.1.A2	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
OLZ50885.1.A1|AYA22334.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db']	train
keanumycin-keaA-3(gly)	['glycine']	bacterial	['nrpstransformer_s1']	train
BGC0001346-banC1(leu)|AOA33123.1.A1	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
P94460.A1|CAA84364.1.A1|P94460_BACSU(ile)	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q9FB23.A3|AAG02359.1.A3|AAG02359.1.A2|BGC0000963-blmVI-M3(asn)	['asparagine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001050-ttbA2(ser)|AGC65516.1.A2	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WLIP-wipB-3(leu)|AFZ61525.1.A3	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
tistrellabactin-mobF2(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
RSO11554.1.A2|BGC0002637-rmoC2(hpg)	['4-hydroxyphenylglycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
xenobactin-03680-1(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
myxovalargin-mxvD1(val)	['valine']	bacterial	['nrpstransformer_s1']	train
Q9L8H4.A3	['valine']	bacterial	['parasect']	train
QMS47799.1.A4|BGC0001629-jesA-4(val)	['valine']	bacterial	['nrpstransformer_s1', 'add_db']	train
APZ78679.1.A2|BGC0001417-mchB2(ala)	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001524-brnE1(tyr)	['tyrosine']	bacterial	['nrpstransformer_s1']	train
BGC0000961-BtaE(val)	['valine']	bacterial	['nrpstransformer_s1']	train
BGC0001842-gamB5(ser)|ABA73955.1.A5	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001053-tubD(cys)	['cysteine']	bacterial	['nrpstransformer_s1']	train
CAY48788.1.A1	['l-threonine']	bacterial	['parasect', 'add_db']	train
QRN75754.1.A1|BGC0002114-szoF1(Dap)	['3-aminoalanine']	bacterial	['nrpstransformer_s1', 'add_db']	train
BGC0001509-aniB2(leu)|WP_064118560.1.A2	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002286-nrps-1(arg)|CAE15497.1.A1	['arginine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
minutumamide-minB-2	['3-hydroxy-4-methylproline', 'proline']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
malleipeptin-mpnC-2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BGC0000328-CmaA(alloIle)|AAQ93484.1.A1	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001841-detG1(Ile/val)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
BGC0000411-psoC1(leu)|ABW17377.1.A1	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002437-thdA-2(ile/val/leu)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
acidobactamide-abaA1(ketophe)	['phenylpyruvic acid']	bacterial	['nrpstransformer_s1']	train
BGC0000303-ABW71852.1(anthranilate//4-MHA)	['anthranilic acid']	bacterial	['nrpstransformer_s1']	train
XAM1320-NRPS3-3(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
BGC0000291-lptA1(Trp)|AAZ23075.1.A1|Q45R85.A1	['tryptophan']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001754-rmyB4(ala)|CAD17793.1.A4	['alanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ATD51279.1.A1|BGC0001650-ledE1(pro)	['proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AGZ15458.1.A1|BGC0001036-plyF1(piz)	['piperazic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
crocapeptin-cpnD-5(phe)	['l-phenylalanine']	bacterial	['nrpstransformer_s1']	train
kahalalideF-NRPS8I-2(thr)|Ga0173608_11676.A2	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001813-TybD3(bOHleu)|WP_003981346.1.A3	['3-hydroxyleucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
APZ78756.1.A2|BGC0001423-mchC2(pro)	['proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000958-antF(anthranilate)|WP_010639243.1.A1	['anthranilic acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
muelleripeptin-A-Mue17-1	['ornithine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
flavopeptin-flavA-3(ile)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
AGE25479.1.A3	['leucine']	bacterial	['parasect']	train
BGC0001028-nosC2(gly)|AAF17280.1.A2|Q9RAH2.A2	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000341-endB7(cit):citrulline|ABD65957.1.A6	['citrulline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q8FK25.A1	['serine']	bacterial	['parasect']	train
AGN74898.1.A1|BGC0000459-sgvE6(cys)	['cysteine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001416-nunD2(24Dab)|KPN93065.1.A2	['2,4-diaminobutyric acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AAB80955.2.A2|O30980_BACSU2(gln)|O30980.A2	['glutamine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_004947051.1.A2|QTT72092.1.A2	['cysteine']	bacterial	['parasect', 'add_db']	train
BGC0001128-plu3263-3(phe/leu)|CAE15637.1.A3|AXG48275.1.A3|WP_011147463.1.A3	['leucine', 'valine', 'tyrosine', 'l-phenylalanine', 'l-methionine', '4-aminophenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000415-qui18(trp)|AET98916.1.A1	['tryptophan']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ABQ96384.2.A1|BGC0001152-fusA1(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
taeanamide-taemA4(ser)|taeanamide-taemE1(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
BGC0001192-PmxB(thr)|AJM89734.1.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
szentiamide-03460-2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BGC0001582-ecu7(leu)|AIW58892.1.A7	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
seongsanamide-NRPS2-3(tyr)	['tyrosine']	bacterial	['nrpstransformer_s1']	train
respirantin-ksnD(ketoleu/ketoile)	['2-hydroxy-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
CAE53352.1.A2|CAG15011.1.A2|BGC0000440/441-teiC2(Hpg)|Q70AZ7.A2	['4-hydroxyphenylglycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AHZ34243.1.A4|BGC0001389-CipF5(24Dab):2.4-diaminobutyric-acid	['2,4-diaminobutyric acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
kahalalideF-NRPS8I-1(val)|Ga0173608_11676.A1	['valine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001207-Txo1-M4(gln)|AJF34463.1.A4	['glutamine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001152-fusA3(tyr)|ABQ96384.2.A3	['tyrosine', 'valine', '2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AHD05616.1.A1|AHD05621.1.A2	['3-aminoalanine', 'glycine']	bacterial	['parasect', 'add_db']	train
QDF82259.1.A1|BGC0001980-lokC1(leu)	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
APZ78782.1.A1	['leucine']	bacterial	['parasect', 'add_db']	train
APZ78729.1.A5	['glutamine']	bacterial	['parasect', 'add_db']	train
AGZ15459.1.A1|BGC0001036-plyG1(piz)	['piperazic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
kahalalideQ-NRPS15-10(pro)|Ga0173608_112008.A10	['proline']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001532-BogD4(tyr)|ATY37591.1.A4	['tyrosine', 'l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
MBA5221219.1.A1	['pyrrole-2-carboxylic acid']	bacterial	['parasect']	train
BGC0002050-necA(lys)|QIE07359.1.A1	['l-lysine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001728-phnE5(glu)|WP_043882190.1.A5	['glutamic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001370-cda2PS3-M1(MeGlu)|ALV82388.1.A1	['glutamic acid', '2-methyl-l-glutamine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BAA83993.1.A2	['3-methyl-d-aspartic acid']	bacterial	['parasect']	train
macyranone-mynD-2(leu/trp/his)	['leucine']	bacterial	['nrpstransformer_s1']	train
WP_047197779.1.A2|BGC0002003-GlpE2(thr)|AKJ29412.1.A2	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002351-thfA-1(val)|QKM21619.1.A1	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
APZ78704.1.A2	['alanine']	bacterial	['add_db']	train
ACA97580.1.A5|B9TTF7.A5|BGC0000408-PmxE5(24Dab)	['2,4-diaminobutyric acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q84CG4.A1|BGC0000458-vioG(Cap):L-capreomycidine|AAO66425.2.A1	['l-capreomycidine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AKJ29410.1.A1|WP_047197778.1.A1|BGC0002003-GlpC1(ser)	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Ga0173608_111989.A3|kahalalideO-NRPS13-3(tyr)	['tyrosine']	bacterial	['parasect', 'nrpstransformer_s1']	train
CAE02630.1.A3|BGC0000433-srfAA3(leu)	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
TRX17524.1.A1|BGC0002329-trbI-1(asp/bOHasp)	['aspartic acid', '3-hydroxyaspartic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002433-pvdDJ3(cit)	['citrulline']	bacterial	['nrpstransformer_s1']	train
BGC0000333-cym4(phe)|A8M6W3.A2|ABW00331.1.A4	['l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q2N3S9.A1|BGC0001069-chiD(ser)|AAY89051.1.A1	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000446-nrpsA(anthranilate//3HAA):3-hydroxyanthranilic-acid|CDG76957.1.A1	['anthranilic acid', '2,3-dihydroxybenzoic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
APZ78856.1.A4|BGC0001432-mchC4(gln)	['glutamine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001806-TolA10(gln)|APU91750.1.A10	['glutamine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
kahalalideB-NRPS11-2(ser)|Ga0173608_111498.A2	['serine']	bacterial	['parasect', 'nrpstransformer_s1']	train
QYC40289.1.A2|BGC0002344-nocC2(hpg)	['4-hydroxyphenylglycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
variochelin-varJ-1(hAcOrn)	['hydroxyornithine']	bacterial	['nrpstransformer_s1']	train
BGC0002623-micF1(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
streptnatamide-stp21-6(asp)	['aspartic acid']	bacterial	['nrpstransformer_s1']	train
mollemycin-momG1(piz)	['piperazic acid']	bacterial	['nrpstransformer_s1']	train
antaC.A1	['l-threonine']	bacterial	['parasect']	train
ABP57749.1.A1|BGC0000993-depE(thr):2,3-dehydroaminobutyric-acid	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001657-lesA4(gly)|BAV56270.1.A4	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001950-puwH(thr/ser)|AXN93591.1.A1|AXN93582.1.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001873-PxaA1(ser)|WP_051462298.1.A1	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
CAA74213.1.A1	['2-amino-3-methylpentanoic acid']	bacterial	['add_db']	train
petrichorin-ltzV1(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
ralstoamide-ramA-2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BGC0000407-ppsC2(ala/val)	['alanine']	bacterial	['nrpstransformer_s1']	train
BGC0001023-mchB2(leu)|CAG29031.1.A2|Q50JA3.A2|APZ78821.1.A2	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q884E5_PSESM2(thr)|AAO55665.1.A2|Q884E5.A2	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0000401-paeE(DHBA)	['2,3-dihydroxybenzoic acid']	bacterial	['nrpstransformer_s1']	train
habitasporin-habA-2(val)	['valine']	bacterial	['nrpstransformer_s1']	train
